1.682242991	1.058823529
8.411214953	1
11.77570093	0.923529412
14.29906542	0.870588235
17.6635514	0.776470588
22.28971963	0.623529412
25.65420561	0.488235294
28.17757009	0.376470588
31.96261682	0.223529412
34.48598131	0.117647059
37.42990654	-0.029411765
41.21495327	-0.170588235
43.73831776	-0.288235294
45.8411215	-0.394117647
47.94392523	-0.488235294
50.04672897	-0.6
52.57009346	-0.676470588
55.09345794	-0.782352941
58.45794393	-0.882352941
62.24299065	-0.988235294
66.44859813	-1.064705882
72.3364486	-1.123529412
77.80373832	-1.147058824
83.69158879	-1.123529412
89.57943925	-1.064705882
95.04672897	-0.988235294
100.5140187	-0.905882353
105.1401869	-0.835294118
112.2897196	-0.764705882
119.4392523	-0.705882353
127.8504673	-0.670588235
136.2616822	-0.658823529
140.046729	-0.658823529
144.6728972	-0.664705882
150.9813084	-0.682352941
161.4953271	-0.711764706
174.1121495	-0.752941176
186.3084112	-0.794117647
195.9813084	-0.841176471
207.7570093	-0.894117647
219.953271	-0.935294118
226.682243	-0.952941176
233.411215	-0.970588235
239.2990654	-0.988235294
245.6074766	-1.017647059
256.1214953	-1.070588235
265.7943925	-1.129411765
270.8411215	-1.152941176
275.8878505	-1.158823529
280.9345794	-1.152941176
287.2429907	-1.088235294
293.9719626	-0.988235294
297.3364486	-0.905882353
301.9626168	-0.764705882
304.9065421	-0.652941176
309.1121495	-0.494117647
312.0560748	-0.352941176
315.8411215	-0.211764706
319.2056075	-0.047058824
323.411215	0.123529412
325.5140187	0.235294118
327.6168224	0.317647059
330.5607477	0.458823529
333.5046729	0.547058824
338.1308411	0.735294118
342.7570093	0.841176471
349.0654206	0.988235294
352.4299065	1.041176471
357.0560748	1.058823529
357.0560748	1.058823529
